cust_id,RFM_Level_Dec_2014,RFM_Level_May_2014,RFM_Level_Dec_2013
270055,Top,Middle,Top
270059,Middle,Middle,Middle
270060,Top,Top,Top
270061,Top,Top,Top
270064,Top,Top,Top
270066,Top,Top,Top
270067,Top,Top,Top
270069,Middle,Middle,Middle
270071,Top,Top,Middle
270072,Middle,Middle,Low
270074,Top,Middle,Top
270075,Middle,Middle,Middle
270076,Top,Top,Top
270077,Middle,Middle,Middle
270078,Top,Top,Top
270080,Middle,Middle,Middle
270081,Top,Top,Top
270083,Top,Top,Top
270086,Top,Top,Top
270087,Top,Top,Top
270088,Top,Top,Top
270090,Middle,Middle,Middle
270091,Top,Top,Top
270092,Top,Middle,Middle
270093,Top,Top,Top
270094,Middle,Middle,Middle
270095,Top,Top,Top
270096,Low,Low,Middle
270098,Low,Low,Low
270100,Top,Top,Top
270102,Middle,Middle,Middle
270103,Top,Top,Top
270105,Middle,Middle,Middle
270106,Top,Top,Middle
270108,Top,Top,Low
270110,Middle,Middle,Top
270111,Top,Top,Top
270113,Low,Low,Low
270116,Middle,Middle,Middle
270119,Top,Top,Top
270120,Top,Top,Top
270121,Top,Top,Top
270123,Low,Low,Low
270125,Top,Top,Middle
270126,Middle,Middle,Middle
270130,Top,Top,Middle
270131,Top,Top,Top
270137,Top,Top,Top
270139,Top,Top,Middle
270140,Top,Top,Top
270141,Top,Top,Top
270142,Top,Top,Top
270143,Middle,Middle,Middle
270144,Middle,Middle,Middle
270145,Top,Top,Top
270146,Middle,Middle,Top
270147,Middle,Middle,Middle
270148,Top,Top,Middle
270150,Middle,Middle,Middle
270151,Top,Top,Top
270152,Top,Top,Top
270154,Middle,Middle,Low
270155,Top,Top,Top
270156,Top,Top,Middle
270159,Top,Top,Top
270160,Top,Top,Top
270162,Top,Top,Top
270163,Middle,Middle,Middle
270164,Middle,Middle,Middle
270165,Middle,Middle,Top
270168,Middle,Middle,Middle
270170,Middle,Low,Low
270171,Middle,Middle,Middle
270172,Top,Top,Top
270176,Middle,Middle,Top
270178,Top,Middle,Top
270181,Top,Top,Top
270182,Top,Top,Top
270184,Middle,Middle,Middle
270186,Top,Top,Top
270187,Top,Top,Top
270188,Middle,Middle,Middle
270189,Middle,Middle,Middle
270192,Middle,Middle,Middle
270196,Middle,Middle,Top
270202,Low,Low,Low
270203,Middle,Middle,Top
270206,Middle,Middle,Middle
270207,Top,Top,Middle
270208,Middle,Middle,Middle
270210,Top,Top,Top
270212,Top,Middle,Middle
270213,Middle,Middle,Middle
270216,Top,Top,Top
270218,Top,Top,Top
270221,Top,Top,Top
270225,Middle,Middle,Middle
270226,Top,Top,Top
270229,Low,Low,Low
270231,Middle,Middle,Middle
270233,Top,Top,Top
270234,Middle,Middle,Top
270239,Top,Top,Top
270240,Top,Top,Top
270241,Top,Top,Top
270242,Middle,Middle,Middle
270244,Top,Middle,Low
270245,Middle,Middle,Middle
270246,Middle,Low,Middle
270249,Middle,Top,Top
270251,Middle,Middle,Middle
270252,Top,Top,Top
270253,Top,Top,Top
270254,Middle,Middle,Top
270256,Top,Top,Top
270257,Top,Top,Top
270258,Top,Top,Top
270259,Middle,Middle,Middle
270261,Top,Top,Top
270262,Top,Middle,Middle
270263,Top,Top,Top
270264,Middle,Middle,Top
270268,Top,Top,Top
270269,Top,Top,Top
270270,Low,Low,Middle
270272,Middle,Middle,Top
270274,Top,Top,Top
270279,Middle,Middle,Middle
270280,Middle,Middle,Middle
270281,Top,Top,Top
270282,Top,Top,Top
270283,Middle,Middle,Top
270284,Top,Top,Top
270285,Middle,Middle,Top
270286,Top,Top,Top
270288,Middle,Middle,Middle
270289,Top,Top,Top
270290,Middle,Middle,Middle
270291,Low,Low,Middle
270292,Top,Top,Top
270293,Top,Top,Middle
270294,Top,Top,Top
270295,Middle,Middle,Middle
270296,Middle,Middle,Middle
270297,Middle,Middle,Middle
270298,Middle,Middle,Middle
270300,Middle,Middle,Middle
270301,Top,Top,Top
270302,Top,Top,Top
270303,Low,Low,Middle
270304,Middle,Middle,Middle
270306,Top,Top,Top
270308,Low,Low,Low
270309,Middle,Middle,Middle
270310,Top,Middle,Top
270311,Top,Top,Top
270313,Top,Top,Top
270316,Top,Top,Top
270317,Top,Top,Top
270319,Middle,Top,Top
270320,Middle,Middle,Middle
270321,Top,Top,Top
270322,Top,Top,Middle
270324,Middle,Middle,Middle
270325,Top,Top,Top
270326,Top,Top,Top
270327,Top,Top,Top
270328,Middle,Middle,Top
270330,Top,Top,Middle
270331,Top,Top,Middle
270333,Top,Top,Top
270334,Top,Top,Top
270335,Top,Top,Top
270337,Top,Top,Top
270338,Middle,Middle,Middle
270340,Top,Top,Top
270344,Top,Top,Top
270345,Top,Top,Top
270347,Top,Top,Middle
270349,Top,Top,Top
270350,Top,Top,Top
270351,Top,Top,Top
270353,Middle,Middle,Top
270356,Top,Top,Top
270357,Middle,Middle,Middle
270360,Top,Middle,Middle
270361,Middle,Middle,Middle
270362,Middle,Middle,Middle
270363,Middle,Middle,Low
270365,Top,Top,Top
270367,Top,Top,Middle
270368,Top,Top,Middle
270370,Middle,Middle,Middle
270371,Top,Top,Top
270372,Middle,Middle,Middle
270374,Middle,Middle,Middle
270375,Top,Middle,Top
270376,Top,Top,Top
270378,Top,Top,Middle
270382,Top,Top,Top
270384,Top,Top,Top
270386,Low,Low,Middle
270387,Top,Top,Top
270388,Top,Top,Top
270389,Top,Top,Top
270391,Middle,Middle,Middle
270393,Middle,Middle,Middle
270394,Middle,Middle,Top
270396,Top,Top,Top
270397,Top,Top,Top
270398,Top,Top,Middle
270399,Top,Top,Top
270400,Top,Top,Middle
270401,Top,Top,Top
270402,Top,Top,Top
270403,Top,Top,Top
270404,Top,Top,Top
270405,Top,Top,Middle
270406,Top,Top,Top
270407,Top,Top,Middle
270410,Middle,Middle,Middle
270413,Top,Top,Middle
270414,Middle,Middle,Middle
270416,Top,Middle,Middle
270418,Top,Top,Middle
270419,Top,Top,Top
270420,Middle,Middle,Low
270421,Middle,Middle,Middle
270423,Middle,Middle,Middle
270424,Top,Top,Top
270425,Top,Middle,Top
270427,Top,Middle,Middle
270428,Top,Middle,Middle
270430,Middle,Low,Middle
270432,Low,Low,Low
270433,Top,Top,Top
270437,Top,Top,Top
270438,Top,Top,Middle
270439,Middle,Middle,Middle
270441,Top,Middle,Middle
270443,Middle,Middle,Middle
270445,Top,Top,Middle
270446,Top,Top,Top
270447,Top,Top,Middle
270448,Top,Top,Middle
270449,Low,Middle,Middle
270450,Top,Top,Top
270451,Middle,Middle,Middle
270453,Middle,Middle,Middle
270455,Top,Top,Top
270457,Middle,Middle,Top
270458,Top,Top,Top
270459,Top,Top,Top
270460,Middle,Middle,Top
270461,Top,Top,Top
270462,Top,Top,Top
270463,Middle,Middle,Middle
270465,Top,Top,Top
270466,Middle,Middle,Middle
270469,Middle,Top,Top
270470,Top,Top,Top
270472,Middle,Middle,Middle
270473,Top,Top,Top
270476,Top,Top,Top
270477,Middle,Middle,Top
270478,Middle,Middle,Middle
270480,Middle,Top,Top
270481,Top,Top,Middle
270482,Top,Top,Top
270483,Low,Low,Low
270484,Top,Top,Top
270485,Middle,Middle,Middle
270486,Top,Top,Top
270489,Top,Top,Middle
270491,Middle,Middle,Middle
270492,Middle,Middle,Middle
270493,Top,Top,Top
270494,Top,Top,Middle
270496,Top,Top,Top
270498,Middle,Middle,Middle
270500,Middle,Middle,Middle
270502,Top,Top,Top
270503,Middle,Middle,Middle
270504,Middle,Middle,Middle
270505,Middle,Middle,Middle
270506,Middle,Middle,Top
270511,Top,Top,Top
270512,Top,Top,Top
270515,Top,Top,Middle
270516,Middle,Middle,Middle
270517,Middle,Middle,Low
270519,Top,Top,Middle
270520,Top,Top,Middle
270522,Top,Top,Top
270523,Top,Top,Top
270525,Middle,Top,Middle
270526,Top,Top,Middle
270527,Middle,Middle,Middle
270530,Top,Top,Top
270535,Top,Top,Top
270536,Top,Top,Top
270538,Top,Top,Top
270539,Top,Top,Top
270540,Middle,Middle,Top
270541,Top,Top,Middle
270542,Middle,Middle,Middle
270543,Middle,Middle,Middle
270544,Middle,Middle,Middle
270547,Middle,Middle,Middle
270548,Low,Low,Low
270549,Top,Top,Top
270550,Top,Top,Top
270551,Top,Top,Top
270553,Middle,Middle,Top
270554,Top,Top,Top
270555,Middle,Top,Top
270558,Top,Top,Top
270560,Middle,Middle,Low
270561,Top,Top,Top
270562,Top,Top,Top
270563,Middle,Top,Top
270565,Top,Top,Middle
270568,Top,Top,Top
270569,Low,Low,Low
270571,Middle,Middle,Top
270572,Middle,Middle,Top
270573,Top,Top,Top
270576,Top,Top,Top
270577,Middle,Middle,Middle
270578,Middle,Middle,Middle
270581,Middle,Middle,Middle
270582,Middle,Middle,Middle
270583,Top,Top,Top
270584,Top,Top,Top
270585,Top,Top,Top
270586,Middle,Middle,Top
270588,Top,Top,Top
270590,Low,Low,Middle
270592,Top,Top,Top
270593,Middle,Middle,Middle
270594,Top,Top,Top
270597,Top,Top,Top
270598,Middle,Low,Middle
270601,Top,Top,Top
270602,Middle,Middle,Middle
270603,Top,Top,Top
270606,Low,Low,Low
270607,Middle,Low,Middle
270608,Top,Top,Top
270612,Middle,Middle,Middle
270613,Top,Top,Top
270615,Top,Top,Top
270616,Top,Top,Top
270617,Top,Top,Top
270619,Middle,Middle,Low
270622,Middle,Middle,Middle
270623,Top,Top,Top
270625,Top,Top,Top
270626,Middle,Middle,Middle
270628,Top,Middle,Top
270631,Top,Middle,Middle
270632,Top,Top,Top
270633,Top,Middle,Middle
270636,Middle,Middle,Middle
270638,Middle,Middle,Middle
270641,Top,Top,Top
270643,Top,Top,Top
270644,Top,Top,Top
270647,Top,Top,Top
270650,Middle,Top,Top
270652,Middle,Middle,Middle
270653,Low,Low,Low
270654,Middle,Top,Middle
270655,Middle,Middle,Top
270657,Middle,Middle,Top
270658,Middle,Middle,Middle
270659,Top,Top,Top
270661,Top,Top,Top
270662,Top,Top,Middle
270663,Top,Top,Top
270664,Top,Top,Middle
270666,Top,Top,Middle
270667,Top,Top,Top
270668,Middle,Middle,Middle
270669,Middle,Middle,Middle
270670,Top,Top,Top
270672,Top,Top,Top
270675,Middle,Middle,Middle
270676,Top,Top,Middle
270677,Low,Middle,Middle
270678,Top,Top,Top
270681,Middle,Middle,Middle
270682,Middle,Middle,Middle
270683,Top,Top,Top
270684,Middle,Middle,Middle
270687,Top,Top,Top
270688,Top,Top,Top
270690,Top,Top,Top
270692,Top,Top,Top
270693,Top,Top,Top
270694,Low,Low,Middle
270695,Top,Top,Top
270696,Top,Top,Middle
270699,Top,Top,Top
270700,Top,Top,Top
270703,Middle,Middle,Middle
270705,Top,Top,Top
270706,Top,Top,Top
270707,Middle,Middle,Top
270708,Middle,Middle,Middle
270709,Top,Top,Top
270710,Top,Top,Top
270711,Middle,Middle,Middle
270714,Top,Top,Middle
270716,Top,Top,Top
270717,Middle,Middle,Middle
270718,Middle,Top,Top
270720,Top,Top,Top
270721,Middle,Middle,Middle
270722,Middle,Middle,Middle
270723,Middle,Middle,Middle
270724,Top,Top,Middle
270725,Middle,Middle,Top
270726,Top,Top,Top
270731,Middle,Middle,Middle
270733,Middle,Middle,Middle
270734,Middle,Middle,Middle
270735,Top,Top,Top
270737,Middle,Middle,Top
270738,Top,Top,Low
270739,Top,Top,Middle
270740,Middle,Middle,Middle
270741,Top,Top,Top
270742,Middle,Low,Low
270743,Middle,Middle,Middle
270744,Middle,Top,Top
270745,Middle,Middle,Middle
270748,Middle,Middle,Middle
270749,Top,Top,Top
270750,Middle,Middle,Middle
270751,Top,Top,Top
270752,Middle,Middle,Middle
270753,Top,Top,Top
270754,Top,Top,Top
270755,Top,Top,Middle
270756,Top,Top,Top
270758,Top,Top,Top
270759,Middle,Top,Middle
270760,Top,Top,Middle
270762,Top,Top,Middle
270763,Middle,Middle,Middle
270764,Middle,Middle,Top
270766,Top,Top,Top
270767,Top,Top,Top
270768,Low,Low,Low
270770,Low,Low,Low
270771,Top,Top,Top
270772,Top,Top,Top
270773,Top,Middle,Top
270775,Top,Top,Top
270776,Top,Top,Top
270777,Middle,Middle,Middle
270778,Top,Top,Top
270779,Top,Top,Top
270780,Top,Top,Middle
270783,Middle,Middle,Middle
270785,Middle,Middle,Middle
270786,Top,Top,Top
270787,Top,Top,Top
270788,Top,Top,Middle
270792,Top,Top,Top
270796,Middle,Middle,Middle
270798,Top,Top,Top
270799,Middle,Middle,Middle
270801,Top,Top,Top
270802,Low,Low,Low
270803,Top,Top,Top
270805,Middle,Middle,Middle
270807,Top,Top,Top
270809,Top,Top,Top
270810,Top,Top,Top
270811,Middle,Middle,Top
270812,Top,Top,Top
270815,Top,Top,Middle
270817,Top,Top,Top
270818,Middle,Middle,Middle
270820,Middle,Middle,Middle
270821,Middle,Middle,Top
270822,Middle,Middle,Middle
270823,Top,Top,Top
270824,Middle,Middle,Top
270825,Low,Low,Low
270827,Middle,Middle,Middle
270828,Middle,Middle,Middle
270829,Top,Top,Top
270830,Top,Top,Top
270831,Top,Top,Top
270833,Top,Top,Top
270834,Middle,Middle,Top
270835,Top,Top,Middle
270837,Middle,Middle,Middle
270839,Top,Top,Top
270842,Top,Top,Top
270844,Middle,Middle,Middle
270845,Top,Top,Top
270849,Top,Top,Top
270850,Low,Low,Low
270852,Middle,Middle,Top
270853,Top,Top,Top
270854,Low,Low,Low
270855,Middle,Middle,Middle
270856,Middle,Middle,Middle
270857,Top,Top,Top
270858,Top,Top,Middle
270860,Top,Middle,Top
270861,Top,Top,Top
270864,Middle,Middle,Top
270865,Top,Middle,Middle
270867,Top,Top,Top
270868,Middle,Middle,Middle
270870,Middle,Middle,Top
270872,Middle,Middle,Top
270873,Top,Top,Middle
270874,Middle,Middle,Middle
270875,Top,Top,Top
270876,Middle,Middle,Top
270877,Top,Top,Top
270880,Top,Top,Top
270881,Low,Low,Low
270884,Top,Top,Top
270886,Middle,Middle,Top
270888,Top,Top,Middle
270889,Top,Top,Top
270891,Middle,Middle,Top
270892,Middle,Middle,Low
270893,Middle,Middle,Middle
270894,Top,Top,Top
270895,Top,Top,Middle
270897,Low,Low,Middle
270898,Middle,Middle,Middle
270899,Middle,Middle,Middle
270900,Middle,Middle,Top
270905,Top,Top,Top
270906,Top,Top,Top
270907,Top,Top,Top
270908,Top,Top,Top
270910,Middle,Top,Top
270911,Middle,Middle,Middle
270912,Middle,Middle,Middle
270913,Middle,Middle,Middle
270914,Middle,Middle,Middle
270917,Top,Top,Top
270918,Top,Top,Top
270919,Top,Top,Top
270920,Middle,Middle,Middle
270921,Top,Top,Top
270922,Middle,Middle,Middle
270923,Middle,Middle,Middle
270924,Top,Top,Middle
270925,Middle,Middle,Middle
270926,Top,Top,Top
270927,Middle,Middle,Middle
270928,Middle,Middle,Middle
270929,Middle,Middle,Middle
270930,Top,Top,Middle
270933,Top,Top,Top
270935,Top,Top,Top
270937,Top,Top,Top
270938,Top,Top,Middle
270940,Middle,Middle,Middle
270943,Middle,Middle,Middle
270944,Middle,Middle,Top
270945,Middle,Middle,Middle
270947,Top,Top,Top
270949,Top,Top,Top
270950,Middle,Middle,Middle
270951,Top,Middle,Top
270954,Middle,Middle,Middle
270955,Top,Top,Top
270957,Middle,Middle,Top
270958,Middle,Middle,Middle
270960,Middle,Middle,Middle
270961,Middle,Middle,Middle
270962,Middle,Middle,Top
270963,Middle,Middle,Middle
270964,Top,Middle,Middle
270965,Top,Top,Top
270966,Top,Top,Top
270967,Top,Top,Top
270968,Middle,Middle,Middle
270970,Middle,Middle,Middle
270971,Middle,Middle,Middle
270974,Middle,Middle,Middle
270975,Low,Low,Middle
270976,Top,Top,Top
270977,Middle,Middle,Middle
270978,Low,Low,Low
270980,Top,Top,Middle
270981,Middle,Middle,Middle
270982,Middle,Middle,Low
270983,Middle,Middle,Middle
270984,Top,Top,Top
270985,Top,Top,Top
270986,Middle,Middle,Top
270992,Top,Top,Top
270994,Top,Top,Top
270995,Middle,Middle,Top
270996,Middle,Middle,Middle
270998,Top,Top,Top
271002,Middle,Middle,Top
271004,Low,Low,Low
271008,Middle,Middle,Middle
271009,Low,Low,Middle
271011,Middle,Middle,Top
271012,Top,Top,Low
271013,Middle,Top,Top
271014,Top,Top,Top
271017,Top,Top,Top
271018,Top,Top,Top
271019,Middle,Middle,Middle
271020,Top,Top,Top
271021,Middle,Top,Top
271023,Top,Top,Top
271026,Top,Top,Top
271027,Low,Low,Low
271028,Top,Top,Top
271029,Top,Top,Middle
271030,Top,Top,Top
271031,Top,Middle,Top
271032,Middle,Middle,Middle
271036,Top,Top,Middle
271037,Top,Top,Top
271038,Middle,Middle,Middle
271039,Top,Middle,Top
271040,Top,Top,Top
271041,Top,Top,Top
271042,Top,Top,Middle
271044,Middle,Middle,Top
271045,Top,Top,Top
271046,Top,Top,Top
271047,Top,Top,Top
271049,Top,Top,Top
271050,Top,Top,Top
271051,Top,Top,Middle
271052,Middle,Middle,Middle
271053,Middle,Top,Middle
271054,Top,Top,Top
271055,Top,Top,Top
271059,Top,Top,Top
271060,Middle,Middle,Middle
271061,Top,Top,Middle
271062,Top,Top,Top
271063,Top,Top,Top
271066,Top,Top,Top
271072,Top,Top,Top
271073,Low,Low,Middle
271075,Top,Top,Middle
271076,Top,Top,Top
271077,Top,Top,Middle
271078,Top,Top,Top
271079,Middle,Middle,Middle
271080,Middle,Middle,Middle
271085,Middle,Middle,Top
271087,Top,Top,Top
271091,Top,Top,Top
271092,Top,Top,Top
271094,Top,Top,Top
271095,Top,Top,Top
271096,Top,Top,Top
271098,Low,Low,Middle
271099,Top,Top,Top
271100,Top,Top,Top
271101,Top,Top,Top
271102,Middle,Middle,Top
271103,Top,Top,Top
271104,Middle,Middle,Top
271106,Middle,Middle,Middle
271107,Top,Top,Top
271108,Top,Middle,Middle
271110,Top,Top,Top
271111,Top,Top,Top
271112,Top,Top,Top
271113,Top,Top,Top
271115,Top,Top,Top
271116,Middle,Middle,Middle
271118,Top,Top,Top
271119,Middle,Middle,Middle
271120,Top,Top,Top
271122,Top,Top,Top
271131,Middle,Middle,Middle
271132,Middle,Middle,Middle
271137,Middle,Middle,Top
271139,Top,Top,Top
271143,Middle,Middle,Middle
271144,Top,Top,Top
271145,Middle,Middle,Middle
271147,Middle,Middle,Middle
271150,Top,Top,Top
271152,Top,Top,Top
271153,Top,Middle,Top
271154,Middle,Top,Top
271157,Middle,Middle,Middle
271158,Middle,Middle,Middle
271159,Top,Top,Top
271160,Middle,Middle,Top
271161,Top,Top,Top
271162,Middle,Middle,Top
271166,Top,Middle,Middle
271168,Middle,Middle,Middle
271169,Top,Top,Middle
271170,Middle,Middle,Middle
271172,Low,Low,Low
271173,Middle,Middle,Top
271174,Top,Top,Top
271175,Top,Top,Top
271176,Top,Top,Middle
271177,Middle,Middle,Middle
271179,Middle,Middle,Top
271180,Top,Top,Top
271181,Middle,Middle,Middle
271183,Middle,Middle,Middle
271184,Middle,Middle,Top
271185,Top,Top,Top
271187,Middle,Middle,Middle
271188,Top,Top,Middle
271189,Top,Top,Middle
271190,Middle,Middle,Middle
271191,Top,Top,Top
271192,Top,Top,Top
271193,Middle,Top,Top
271195,Middle,Middle,Middle
271196,Middle,Middle,Middle
271198,Middle,Middle,Middle
271200,Top,Top,Middle
271201,Top,Top,Top
271202,Middle,Middle,Middle
271204,Top,Top,Top
271205,Top,Top,Top
271207,Top,Top,Top
271210,Top,Top,Top
271212,Top,Top,Top
271213,Top,Top,Top
271214,Top,Top,Top
271216,Middle,Middle,Top
271218,Top,Top,Top
271221,Top,Top,Top
271222,Middle,Middle,Middle
271224,Top,Top,Top
271225,Top,Top,Top
271227,Top,Top,Top
271232,Top,Middle,Top
271233,Top,Top,Top
271236,Top,Top,Top
271238,Middle,Middle,Low
271239,Top,Top,Top
271241,Top,Top,Top
271243,Top,Top,Top
271244,Middle,Middle,Middle
271245,Middle,Middle,Middle
271249,Middle,Middle,Top
271250,Top,Top,Low
271251,Top,Top,Top
271252,Middle,Middle,Middle
271253,Top,Top,Middle
271255,Middle,Middle,Middle
271256,Top,Top,Top
271258,Middle,Middle,Middle
271260,Middle,Middle,Middle
271261,Middle,Middle,Top
271262,Top,Top,Top
271264,Top,Top,Top
271266,Top,Top,Top
271267,Middle,Middle,Middle
271268,Top,Top,Top
271269,Top,Top,Top
271272,Middle,Middle,Low
271274,Top,Top,Top
271275,Middle,Middle,Middle
271278,Low,Low,Low
271279,Top,Top,Top
271280,Top,Top,Middle
271281,Top,Top,Middle
271283,Top,Top,Top
271285,Middle,Middle,Top
271286,Top,Top,Middle
271287,Top,Top,Top
271288,Top,Top,Top
271292,Top,Top,Top
271293,Top,Top,Top
271294,Top,Top,Top
271295,Middle,Middle,Middle
271297,Top,Top,Middle
271298,Top,Top,Top
271302,Top,Middle,Middle
271304,Top,Top,Top
271306,Middle,Middle,Middle
271307,Top,Top,Middle
271308,Middle,Middle,Middle
271310,Top,Top,Top
271311,Middle,Middle,Top
271312,Top,Top,Low
271313,Middle,Middle,Middle
271314,Top,Top,Top
271315,Top,Top,Top
271317,Top,Top,Top
271318,Middle,Middle,Middle
271320,Top,Top,Top
271321,Top,Top,Top
271322,Top,Top,Low
271323,Middle,Middle,Middle
271325,Middle,Middle,Middle
271328,Top,Top,Top
271330,Top,Top,Top
271331,Top,Top,Top
271334,Middle,Middle,Middle
271336,Middle,Middle,Top
271337,Middle,Middle,Middle
271338,Middle,Middle,Middle
271340,Middle,Middle,Middle
271341,Middle,Middle,Middle
271344,Top,Top,Top
271345,Middle,Middle,Top
271346,Middle,Middle,Low
271347,Top,Top,Top
271348,Top,Middle,Middle
271349,Middle,Middle,Middle
271350,Middle,Middle,Middle
271351,Middle,Middle,Middle
271352,Top,Top,Top
271353,Top,Top,Top
271355,Top,Top,Top
271356,Top,Top,Top
271357,Top,Top,Top
271358,Top,Top,Top
271359,Middle,Middle,Middle
271360,Top,Top,Top
271363,Middle,Middle,Middle
271364,Top,Top,Top
271365,Middle,Middle,Middle
271366,Top,Top,Middle
271367,Top,Top,Middle
271368,Top,Top,Middle
271371,Top,Top,Top
271374,Middle,Middle,Middle
271375,Middle,Middle,Middle
271377,Top,Top,Top
271379,Middle,Middle,Middle
271380,Top,Top,Top
271381,Top,Top,Middle
271382,Top,Top,Top
271383,Top,Top,Middle
271384,Top,Top,Top
271385,Top,Top,Top
271388,Middle,Middle,Middle
271389,Top,Top,Top
271391,Low,Low,Low
271392,Top,Top,Top
271395,Middle,Middle,Top
271397,Top,Top,Top
271398,Middle,Middle,Top
271399,Top,Top,Top
271400,Top,Top,Top
271402,Middle,Middle,Middle
271404,Top,Top,Top
271405,Middle,Middle,Middle
271406,Top,Middle,Middle
271407,Top,Top,Top
271410,Middle,Middle,Top
271411,Middle,Middle,Middle
271413,Middle,Middle,Middle
271414,Top,Top,Top
271417,Top,Top,Top
271418,Top,Top,Top
271422,Top,Top,Top
271424,Top,Top,Top
271425,Top,Top,Top
271426,Top,Top,Top
271427,Middle,Middle,Middle
271428,Top,Top,Top
271429,Top,Top,Top
271430,Top,Top,Top
271431,Top,Top,Top
271432,Middle,Middle,Middle
271435,Top,Top,Top
271437,Top,Top,Top
271439,Middle,Middle,Middle
271441,Top,Top,Top
271442,Middle,Middle,Middle
271444,Middle,Middle,Middle
271445,Middle,Middle,Low
271446,Middle,Middle,Middle
271447,Middle,Middle,Middle
271448,Top,Middle,Middle
271452,Top,Top,Top
271455,Middle,Middle,Low
271457,Top,Top,Top
271458,Middle,Middle,Middle
271459,Top,Top,Top
271460,Middle,Middle,Middle
271461,Top,Top,Middle
271464,Middle,Low,Middle
271465,Middle,Middle,Middle
271467,Top,Top,Top
271468,Low,Low,Middle
271469,Middle,Middle,Top
271470,Top,Top,Middle
271472,Middle,Middle,Top
271473,Middle,Middle,Middle
271475,Middle,Middle,Middle
271476,Middle,Middle,Middle
271477,Middle,Middle,Middle
271478,Top,Top,Top
271479,Top,Top,Top
271482,Middle,Middle,Middle
271483,Top,Top,Top
271485,Top,Top,Middle
271487,Top,Middle,Middle
271488,Top,Top,Top
271489,Middle,Middle,Low
271490,Top,Top,Top
271491,Top,Top,Top
271492,Middle,Middle,Middle
271493,Top,Top,Middle
271495,Middle,Middle,Middle
271496,Top,Top,Top
271498,Top,Top,Top
271499,Middle,Middle,Middle
271500,Top,Top,Top
271501,Top,Top,Top
271504,Middle,Middle,Middle
271509,Top,Top,Top
271510,Middle,Middle,Middle
271511,Top,Top,Top
271512,Middle,Middle,Top
271514,Middle,Middle,Middle
271515,Top,Top,Top
271516,Low,Low,Low
271518,Middle,Middle,Middle
271519,Middle,Middle,Middle
271520,Top,Top,Top
271523,Middle,Middle,Middle
271524,Top,Top,Middle
271525,Top,Top,Top
271526,Middle,Middle,Middle
271527,Top,Top,Top
271530,Middle,Middle,Middle
271532,Top,Top,Top
271533,Top,Top,Top
271534,Top,Top,Middle
271538,Middle,Middle,Middle
271540,Top,Top,Top
271541,Top,Top,Top
271543,Middle,Middle,Middle
271544,Top,Top,Top
271546,Top,Top,Top
271547,Middle,Middle,Middle
271548,Top,Top,Middle
271549,Top,Top,Top
271551,Middle,Middle,Middle
271553,Top,Top,Top
271554,Top,Top,Top
271555,Top,Top,Top
271558,Top,Top,Top
271559,Top,Middle,Middle
271562,Middle,Low,Low
271563,Top,Top,Top
271565,Top,Top,Top
271567,Top,Top,Top
271568,Top,Top,Top
271571,Top,Top,Top
271576,Low,Low,Low
271577,Top,Top,Middle
271580,Middle,Middle,Middle
271581,Top,Top,Top
271582,Top,Top,Top
271583,Top,Top,Middle
271584,Top,Top,Top
271585,Middle,Middle,Middle
271586,Top,Top,Top
271587,Top,Top,Top
271589,Top,Top,Top
271593,Middle,Middle,Middle
271595,Middle,Middle,Middle
271596,Top,Top,Top
271597,Middle,Middle,Middle
271598,Middle,Middle,Middle
271599,Top,Top,Top
271601,Top,Top,Top
271603,Top,Top,Middle
271604,Top,Top,Middle
271605,Top,Top,Top
271606,Top,Top,Top
271607,Top,Top,Top
271608,Top,Top,Middle
271609,Top,Top,Top
271611,Middle,Low,Low
271612,Top,Top,Top
271613,Middle,Middle,Top
271614,Top,Top,Top
271615,Top,Top,Top
271617,Top,Top,Top
271618,Top,Top,Top
271619,Middle,Middle,Top
271620,Top,Top,Top
271625,Middle,Middle,Middle
271626,Top,Top,Top
271629,Top,Top,Top
271632,Middle,Middle,Middle
271633,Middle,Middle,Low
271634,Top,Top,Top
271635,Top,Top,Top
271636,Middle,Middle,Top
271639,Middle,Middle,Middle
271643,Middle,Middle,Top
271647,Top,Top,Top
271648,Top,Top,Middle
271650,Top,Middle,Top
271651,Middle,Middle,Top
271653,Middle,Middle,Middle
271654,Top,Top,Middle
271656,Middle,Middle,Top
271657,Top,Top,Top
271658,Top,Top,Middle
271659,Middle,Middle,Middle
271660,Middle,Middle,Middle
271661,Top,Top,Top
271663,Top,Top,Top
271664,Top,Top,Top
271665,Top,Top,Top
271666,Middle,Middle,Middle
271668,Top,Top,Top
271669,Top,Top,Top
271670,Top,Top,Top
271671,Top,Top,Top
271672,Top,Top,Top
271673,Top,Middle,Middle
271674,Top,Top,Middle
271675,Top,Top,Top
271679,Top,Top,Top
271680,Top,Top,Top
271682,Top,Top,Top
271683,Top,Top,Middle
271685,Middle,Middle,Middle
271687,Top,Top,Top
271688,Middle,Middle,Top
271689,Low,Low,Low
271690,Middle,Middle,Middle
271692,Top,Middle,Middle
271694,Top,Low,Low
271695,Middle,Middle,Top
271697,Top,Top,Top
271698,Top,Top,Top
271699,Middle,Middle,Top
271700,Middle,Middle,Middle
271701,Top,Top,Top
271702,Top,Top,Top
271703,Top,Top,Top
271704,Top,Top,Top
271705,Top,Top,Top
271706,Middle,Middle,Middle
