cust_id,RFM_Level_Dec_2014,RFM_Level_May_2014,RFM_Level_Dec_2013
268442,Top,Top,Top
268443,Middle,Middle,Middle
268444,Middle,Middle,Middle
268445,Top,Top,Top
268447,Top,Middle,Middle
268449,Top,Top,Top
268450,Middle,Middle,Middle
268453,Middle,Middle,Top
268456,Top,Top,Middle
268457,Top,Top,Top
268458,Middle,Middle,Middle
268460,Middle,Middle,Middle
268461,Middle,Middle,Middle
268464,Top,Top,Middle
268467,Top,Top,Middle
268468,Top,Top,Top
268469,Middle,Middle,Middle
268470,Top,Top,Top
268472,Low,Low,Low
268473,Top,Top,Middle
268476,Top,Top,Middle
268477,Top,Top,Top
268478,Top,Top,Top
268479,Top,Top,Top
268480,Middle,Middle,Top
268481,Top,Top,Top
268482,Top,Top,Top
268483,Middle,Middle,Middle
268484,Top,Top,Top
268485,Middle,Middle,Middle
268486,Middle,Middle,Top
268487,Top,Middle,Middle
268488,Top,Top,Top
268489,Top,Middle,Middle
268490,Low,Low,Low
268491,Middle,Middle,Middle
268492,Top,Top,Top
268493,Middle,Middle,Middle
268494,Top,Top,Top
268495,Middle,Middle,Middle
268497,Top,Top,Top
268498,Top,Top,Top
268500,Top,Top,Top
268501,Middle,Middle,Middle
268502,Middle,Middle,Middle
268504,Top,Top,Middle
268505,Middle,Middle,Top
268506,Middle,Middle,Middle
268509,Top,Top,Top
268510,Top,Top,Middle
268512,Middle,Middle,Middle
268513,Low,Low,Low
268514,Top,Top,Top
268515,Top,Top,Top
268516,Top,Top,Top
268517,Middle,Middle,Middle
268518,Middle,Middle,Middle
268521,Middle,Middle,Middle
268522,Top,Top,Top
268523,Top,Top,Top
268524,Middle,Middle,Middle
268525,Top,Top,Middle
268526,Top,Top,Top
268527,Top,Top,Top
268530,Top,Top,Middle
268532,Middle,Middle,Middle
268533,Top,Top,Top
268534,Top,Top,Top
268535,Top,Top,Top
268536,Top,Top,Top
268538,Top,Top,Top
268540,Top,Top,Top
268543,Middle,Middle,Middle
268544,Top,Top,Top
268545,Top,Top,Top
268546,Top,Top,Top
268548,Top,Top,Top
268549,Middle,Top,Top
268550,Middle,Middle,Middle
268551,Middle,Middle,Middle
268556,Middle,Middle,Top
268557,Middle,Middle,Top
268558,Middle,Low,Low
268560,Middle,Middle,Top
268562,Top,Top,Top
268565,Top,Top,Top
268566,Top,Top,Middle
268567,Top,Top,Top
268568,Top,Top,Top
268569,Top,Top,Low
268571,Top,Top,Low
268572,Top,Top,Top
268573,Middle,Middle,Middle
268575,Top,Top,Top
268578,Middle,Middle,Middle
268579,Low,Low,Middle
268581,Top,Top,Top
268582,Middle,Middle,Top
268583,Middle,Middle,Middle
268584,Middle,Middle,Middle
268585,Middle,Middle,Top
268588,Middle,Middle,Middle
268589,Top,Top,Top
268590,Top,Middle,Middle
268591,Middle,Middle,Top
268592,Top,Top,Middle
268593,Middle,Middle,Middle
268594,Middle,Middle,Middle
268595,Top,Top,Top
268596,Middle,Middle,Middle
268597,Top,Top,Top
268598,Low,Low,Low
268600,Middle,Middle,Middle
268601,Middle,Middle,Middle
268603,Low,Low,Low
268605,Middle,Middle,Middle
268606,Middle,Top,Top
268607,Middle,Middle,Middle
268608,Top,Top,Top
268609,Top,Top,Top
268612,Top,Top,Top
268614,Low,Low,Low
268615,Top,Top,Top
268617,Top,Top,Middle
268620,Top,Top,Top
268622,Top,Top,Top
268624,Top,Top,Top
268625,Top,Top,Top
268627,Top,Top,Top
268628,Top,Top,Top
268629,Middle,Middle,Top
268632,Top,Top,Top
268633,Top,Top,Top
268634,Top,Top,Top
268635,Top,Top,Top
268636,Middle,Middle,Middle
268638,Top,Top,Top
268639,Middle,Middle,Middle
268640,Middle,Top,Middle
268643,Top,Top,Top
268644,Top,Top,Middle
268645,Top,Top,Middle
268647,Middle,Middle,Middle
268649,Top,Top,Top
268651,Middle,Middle,Middle
268654,Top,Top,Top
268656,Low,Low,Low
268657,Middle,Middle,Middle
268658,Top,Top,Top
268659,Middle,Middle,Middle
268660,Top,Top,Top
268661,Middle,Middle,Middle
268663,Low,Low,Middle
268664,Top,Top,Top
268665,Middle,Middle,Middle
268666,Middle,Middle,Middle
268669,Top,Top,Top
268670,Top,Middle,Middle
268671,Top,Top,Middle
268672,Low,Low,Middle
268673,Middle,Middle,Middle
268674,Middle,Middle,Middle
268676,Low,Low,Middle
268677,Top,Top,Middle
268679,Top,Top,Middle
268681,Middle,Top,Top
268682,Top,Top,Top
268683,Top,Top,Top
268684,Middle,Middle,Middle
268687,Middle,Middle,Middle
268688,Middle,Middle,Top
268689,Middle,Middle,Middle
268690,Top,Top,Middle
268692,Top,Top,Top
268694,Top,Top,Top
268697,Middle,Middle,Top
268698,Top,Top,Top
268699,Top,Top,Top
268700,Top,Top,Top
268701,Top,Top,Top
268704,Middle,Middle,Middle
268706,Top,Top,Top
268708,Top,Top,Top
268709,Top,Top,Top
268710,Top,Top,Low
268712,Middle,Middle,Middle
268713,Top,Middle,Middle
268714,Top,Top,Top
268715,Top,Top,Top
268716,Top,Top,Top
268717,Low,Low,Low
268718,Top,Top,Middle
268720,Top,Top,Top
268722,Top,Top,Middle
268723,Top,Top,Top
268727,Middle,Low,Low
268728,Top,Top,Middle
268729,Middle,Middle,Middle
268731,Middle,Middle,Top
268732,Top,Top,Top
268734,Top,Top,Top
268735,Middle,Middle,Middle
268736,Top,Top,Top
268740,Top,Top,Top
268741,Top,Top,Top
268743,Middle,Middle,Middle
268744,Top,Top,Top
268745,Middle,Middle,Middle
268746,Top,Top,Top
268751,Top,Middle,Middle
268752,Top,Top,Top
268755,Top,Top,Top
268756,Top,Top,Top
268757,Top,Top,Middle
268758,Middle,Middle,Middle
268760,Middle,Middle,Middle
268763,Top,Top,Top
268765,Middle,Middle,Middle
268767,Middle,Middle,Middle
268768,Top,Top,Middle
268769,Middle,Middle,Middle
268770,Middle,Middle,Middle
268771,Low,Low,Low
268772,Top,Top,Top
268773,Middle,Middle,Middle
268774,Top,Top,Middle
268776,Top,Top,Middle
268777,Middle,Middle,Middle
268778,Middle,Middle,Middle
268779,Top,Top,Top
268780,Middle,Middle,Low
268781,Top,Top,Top
268782,Middle,Middle,Middle
268783,Top,Top,Top
268786,Top,Top,Middle
268787,Middle,Middle,Middle
268790,Top,Top,Top
268792,Top,Top,Top
268793,Middle,Middle,Middle
268795,Top,Top,Top
268796,Middle,Top,Top
268797,Middle,Middle,Middle
268798,Top,Top,Top
268799,Top,Top,Top
268800,Low,Low,Middle
268802,Middle,Middle,Middle
268804,Top,Top,Top
268806,Middle,Middle,Middle
268807,Middle,Low,Middle
268808,Middle,Top,Middle
268810,Top,Middle,Top
268811,Middle,Middle,Middle
268812,Top,Top,Top
268813,Top,Top,Top
268814,Middle,Middle,Middle
268815,Top,Top,Top
268817,Top,Top,Top
268819,Top,Top,Top
268820,Top,Top,Top
268821,Middle,Middle,Middle
268823,Top,Top,Top
268825,Top,Top,Top
268826,Middle,Middle,Top
268827,Top,Top,Top
268828,Top,Top,Top
268829,Top,Top,Middle
268830,Top,Top,Top
268832,Middle,Middle,Top
268834,Middle,Middle,Middle
268835,Top,Top,Top
268837,Middle,Middle,Middle
268838,Middle,Middle,Middle
268840,Middle,Middle,Middle
268841,Middle,Middle,Middle
268842,Middle,Top,Top
268844,Middle,Middle,Top
268845,Top,Top,Top
268847,Top,Top,Top
268848,Top,Top,Top
268849,Top,Top,Top
268852,Top,Top,Top
268853,Top,Top,Top
268854,Top,Top,Middle
268855,Top,Top,Top
268857,Middle,Middle,Middle
268858,Middle,Middle,Middle
268859,Top,Top,Top
268860,Top,Top,Middle
268863,Top,Top,Middle
268864,Top,Top,Top
268867,Middle,Middle,Low
268869,Top,Top,Top
268870,Middle,Middle,Middle
268871,Top,Top,Top
268873,Middle,Middle,Top
268874,Top,Top,Top
268875,Top,Top,Top
268876,Top,Top,Top
268878,Top,Top,Middle
268879,Top,Top,Top
268880,Top,Top,Middle
268881,Top,Top,Top
268884,Top,Top,Top
268885,Middle,Top,Top
268886,Top,Top,Middle
268887,Top,Top,Top
268889,Top,Top,Middle
268892,Middle,Middle,Low
268894,Top,Top,Top
268895,Top,Middle,Top
268897,Top,Top,Top
268898,Top,Top,Top
268899,Top,Middle,Middle
268901,Top,Top,Top
268903,Top,Top,Top
268904,Top,Top,Top
268905,Top,Top,Middle
268906,Low,Low,Middle
268908,Top,Top,Top
268909,Middle,Middle,Middle
268910,Top,Top,Middle
268914,Middle,Middle,Low
268915,Top,Top,Top
268916,Top,Top,Middle
268918,Top,Top,Top
268919,Top,Top,Middle
268920,Top,Middle,Top
268922,Top,Middle,Middle
268923,Top,Top,Middle
268924,Top,Top,Top
268928,Top,Top,Top
268929,Top,Top,Top
268930,Top,Top,Top
268931,Top,Top,Middle
268933,Top,Top,Top
268934,Top,Top,Middle
268935,Top,Top,Middle
268936,Low,Middle,Middle
268938,Middle,Middle,Middle
268941,Middle,Middle,Middle
268942,Top,Top,Top
268943,Top,Top,Top
268945,Top,Top,Top
268946,Top,Top,Top
268947,Top,Top,Top
268948,Middle,Middle,Top
268951,Top,Middle,Middle
268952,Middle,Middle,Middle
268953,Top,Top,Top
268956,Top,Top,Top
268957,Middle,Middle,Middle
268958,Middle,Middle,Middle
268959,Top,Middle,Middle
268960,Middle,Middle,Middle
268961,Top,Top,Top
268964,Middle,Middle,Middle
268965,Middle,Middle,Middle
268968,Top,Top,Top
268969,Middle,Middle,Top
268972,Middle,Middle,Middle
268973,Top,Middle,Middle
268974,Top,Top,Top
268975,Top,Top,Top
268976,Top,Top,Top
268977,Top,Top,Top
268981,Middle,Middle,Middle
268982,Middle,Middle,Middle
268983,Top,Top,Middle
268984,Middle,Low,Middle
268987,Middle,Middle,Middle
268988,Middle,Middle,Low
268991,Top,Top,Top
268992,Middle,Middle,Middle
268994,Middle,Middle,Top
268995,Top,Middle,Middle
268996,Top,Top,Middle
268997,Top,Top,Top
268998,Top,Top,Top
269000,Top,Top,Top
269001,Middle,Middle,Middle
269002,Middle,Middle,Top
269003,Middle,Middle,Low
269005,Middle,Top,Top
269006,Top,Top,Top
269007,Top,Top,Middle
269008,Top,Top,Top
269010,Middle,Middle,Middle
269013,Middle,Middle,Top
269014,Top,Top,Middle
269015,Middle,Middle,Middle
269016,Middle,Middle,Top
269018,Top,Top,Top
269019,Top,Middle,Top
269020,Top,Top,Top
269021,Middle,Middle,Middle
269024,Top,Top,Top
269026,Middle,Middle,Middle
269028,Middle,Middle,Middle
269029,Middle,Middle,Low
269031,Top,Top,Top
269033,Middle,Middle,Middle
269034,Top,Top,Top
269035,Middle,Middle,Middle
269036,Middle,Middle,Middle
269037,Middle,Middle,Middle
269038,Top,Top,Middle
269042,Top,Top,Top
269043,Top,Top,Top
269045,Middle,Middle,Middle
269046,Middle,Middle,Middle
269047,Top,Top,Top
269049,Top,Top,Top
269050,Middle,Middle,Middle
269051,Top,Top,Top
269052,Middle,Middle,Middle
269053,Middle,Middle,Middle
269054,Middle,Top,Top
269055,Top,Top,Top
269057,Middle,Middle,Top
269058,Top,Top,Top
269060,Top,Top,Top
269061,Top,Top,Top
269063,Middle,Middle,Middle
269066,Top,Top,Middle
269068,Top,Top,Top
269069,Top,Middle,Middle
269071,Top,Top,Top
269072,Top,Top,Top
269073,Middle,Middle,Top
269074,Middle,Middle,Top
269075,Top,Top,Top
269076,Top,Top,Middle
269078,Top,Top,Top
269079,Middle,Middle,Middle
269080,Top,Top,Top
269081,Middle,Middle,Top
269083,Top,Top,Middle
269085,Middle,Middle,Middle
269087,Top,Top,Top
269088,Top,Top,Top
269089,Top,Top,Top
269090,Top,Top,Middle
269091,Top,Top,Top
269094,Middle,Middle,Top
269095,Middle,Middle,Middle
269096,Middle,Middle,Middle
269098,Top,Top,Top
269100,Top,Top,Top
269101,Top,Top,Top
269104,Low,Low,Low
269105,Middle,Middle,Middle
269106,Top,Top,Top
269111,Top,Top,Top
269114,Middle,Middle,Middle
269117,Top,Top,Top
269118,Middle,Middle,Middle
269119,Top,Top,Top
269120,Middle,Middle,Middle
269122,Top,Top,Top
269124,Top,Top,Top
269125,Top,Top,Top
269132,Middle,Middle,Low
269133,Middle,Middle,Middle
269134,Top,Top,Top
269135,Top,Top,Top
269136,Top,Top,Middle
269139,Middle,Middle,Middle
269140,Top,Top,Top
269141,Middle,Middle,Middle
269142,Middle,Top,Top
269143,Low,Low,Low
269145,Top,Top,Top
269146,Top,Top,Middle
269147,Middle,Middle,Top
269148,Top,Top,Middle
269149,Middle,Middle,Top
269150,Middle,Middle,Middle
269151,Middle,Middle,Middle
269153,Top,Top,Top
269154,Middle,Middle,Low
269155,Top,Top,Top
269156,Top,Top,Middle
269158,Middle,Middle,Middle
269160,Top,Top,Top
269161,Middle,Middle,Top
269162,Top,Top,Top
269165,Middle,Middle,Middle
269168,Middle,Middle,Top
269171,Top,Top,Low
269172,Low,Low,Low
269173,Middle,Middle,Top
269174,Top,Top,Top
269175,Top,Top,Top
269176,Top,Top,Top
269178,Middle,Middle,Middle
269181,Top,Top,Low
269182,Top,Top,Top
269183,Top,Top,Top
269184,Top,Top,Top
269187,Top,Top,Top
269188,Top,Top,Top
269189,Middle,Middle,Top
269190,Top,Top,Middle
269191,Middle,Middle,Middle
269192,Top,Top,Top
269193,Top,Top,Top
269194,Top,Top,Top
269195,Top,Top,Top
269196,Middle,Middle,Middle
269197,Middle,Middle,Middle
269200,Top,Top,Top
269201,Low,Low,Low
269202,Middle,Middle,Middle
269205,Top,Top,Top
269208,Middle,Middle,Middle
269211,Middle,Middle,Top
269212,Top,Top,Top
269213,Top,Top,Top
269214,Top,Top,Top
269216,Top,Top,Top
269217,Middle,Middle,Middle
269218,Top,Top,Top
269219,Top,Top,Top
269220,Middle,Middle,Middle
269221,Top,Top,Top
269223,Top,Top,Middle
269225,Top,Middle,Middle
269228,Top,Top,Top
269232,Middle,Middle,Middle
269233,Top,Top,Top
269235,Middle,Middle,Middle
269236,Top,Top,Middle
269237,Top,Top,Top
269239,Top,Top,Top
269240,Top,Top,Top
269241,Middle,Middle,Top
269242,Top,Top,Top
269243,Top,Top,Top
269244,Top,Top,Top
269245,Middle,Middle,Top
269246,Top,Top,Middle
269249,Top,Top,Top
269250,Low,Low,Low
269252,Top,Top,Top
269253,Middle,Middle,Top
269254,Top,Top,Top
269256,Middle,Middle,Top
269257,Top,Top,Top
269259,Top,Top,Top
269260,Low,Low,Middle
269261,Top,Middle,Top
269264,Top,Top,Middle
269266,Top,Top,Middle
269267,Top,Top,Top
269268,Top,Top,Top
269269,Top,Middle,Middle
269270,Middle,Middle,Top
269271,Top,Top,Top
269273,Top,Middle,Middle
269274,Top,Top,Top
269275,Top,Top,Top
269277,Middle,Middle,Middle
269279,Middle,Middle,Top
269281,Middle,Middle,Middle
269282,Top,Top,Top
269283,Top,Top,Top
269285,Top,Top,Top
269286,Top,Top,Top
269291,Low,Low,Low
269292,Middle,Middle,Middle
269293,Top,Top,Top
269296,Middle,Middle,Middle
269297,Top,Top,Low
269299,Top,Middle,Middle
269300,Top,Top,Top
269301,Top,Top,Top
269302,Top,Top,Middle
269303,Top,Top,Top
269304,Top,Top,Top
269305,Top,Top,Top
269306,Middle,Middle,Middle
269307,Top,Top,Top
269308,Middle,Top,Top
269310,Top,Top,Top
269311,Middle,Middle,Middle
269313,Top,Top,Top
269315,Top,Top,Top
269316,Top,Top,Top
269318,Top,Top,Top
269320,Top,Top,Top
269324,Middle,Middle,Middle
269325,Middle,Middle,Middle
269326,Top,Top,Top
269327,Middle,Middle,Top
269328,Top,Top,Top
269329,Top,Top,Top
269330,Middle,Middle,Middle
269331,Top,Top,Top
269332,Top,Top,Top
269333,Top,Top,Top
269334,Top,Top,Top
269336,Top,Top,Top
269337,Low,Low,Middle
269338,Middle,Middle,Middle
269340,Top,Top,Top
269345,Top,Top,Low
269348,Top,Top,Top
269350,Middle,Middle,Top
269351,Middle,Middle,Top
269352,Middle,Middle,Top
269354,Middle,Middle,Middle
269355,Top,Top,Top
269356,Top,Top,Top
269357,Middle,Middle,Middle
269360,Top,Top,Top
269361,Top,Top,Middle
269362,Top,Top,Top
269363,Top,Top,Top
269365,Top,Top,Top
269366,Top,Top,Top
269367,Top,Middle,Middle
269368,Top,Top,Middle
269370,Top,Top,Middle
269372,Top,Top,Middle
269373,Middle,Middle,Middle
269375,Middle,Middle,Middle
269376,Top,Top,Low
269377,Low,Low,Low
269382,Top,Top,Top
269385,Top,Top,Top
269386,Middle,Middle,Middle
269387,Top,Top,Top
269388,Top,Top,Middle
269390,Middle,Middle,Top
269392,Middle,Middle,Middle
269393,Top,Top,Top
269394,Top,Top,Top
269395,Top,Top,Top
269396,Top,Top,Top
269399,Top,Top,Top
269400,Top,Top,Top
269401,Top,Top,Top
269402,Middle,Middle,Middle
269403,Top,Top,Top
269407,Top,Top,Top
269408,Middle,Middle,Middle
269409,Middle,Middle,Middle
269411,Top,Top,Top
269412,Top,Top,Top
269413,Top,Top,Middle
269417,Top,Top,Top
269420,Top,Top,Top
269422,Middle,Middle,Middle
269423,Top,Top,Top
269424,Top,Top,Top
269426,Middle,Middle,Middle
269427,Middle,Middle,Middle
269429,Middle,Middle,Middle
269430,Middle,Middle,Middle
269431,Middle,Middle,Middle
269432,Middle,Middle,Middle
269433,Middle,Middle,Middle
269437,Top,Top,Middle
269438,Top,Top,Top
269439,Middle,Middle,Middle
269440,Middle,Middle,Middle
269441,Middle,Low,Middle
269442,Top,Top,Top
269443,Middle,Middle,Middle
269444,Top,Top,Top
269445,Top,Top,Middle
269447,Middle,Middle,Middle
269449,Top,Top,Middle
269450,Top,Top,Top
269451,Top,Top,Top
269452,Top,Top,Top
269453,Middle,Middle,Middle
269454,Top,Top,Top
269455,Top,Top,Middle
269457,Top,Top,Top
269458,Top,Top,Top
269459,Low,Low,Low
269460,Top,Top,Top
269463,Middle,Middle,Top
269466,Middle,Low,Middle
269470,Middle,Middle,Middle
269471,Middle,Middle,Middle
269472,Top,Top,Top
269473,Top,Top,Middle
269474,Top,Top,Top
269476,Top,Top,Middle
269478,Middle,Middle,Middle
269479,Middle,Middle,Middle
269480,Middle,Middle,Top
269481,Top,Middle,Middle
269482,Middle,Middle,Middle
269483,Top,Top,Top
269484,Top,Top,Top
269485,Middle,Top,Top
269490,Top,Top,Top
269491,Middle,Middle,Middle
269493,Middle,Middle,Middle
269495,Top,Top,Middle
269497,Middle,Low,Middle
269498,Middle,Middle,Middle
269499,Top,Middle,Middle
269500,Top,Top,Top
269501,Top,Top,Top
269503,Top,Top,Middle
269506,Middle,Middle,Middle
269507,Top,Top,Top
269508,Top,Top,Middle
269509,Top,Top,Middle
269511,Middle,Middle,Top
269513,Top,Middle,Top
269514,Middle,Middle,Middle
269516,Top,Top,Top
269517,Middle,Middle,Middle
269518,Top,Top,Top
269519,Top,Top,Top
269520,Top,Top,Middle
269521,Top,Top,Top
269524,Top,Top,Middle
269526,Top,Top,Middle
269528,Middle,Middle,Top
269529,Top,Top,Top
269531,Middle,Middle,Low
269532,Top,Top,Top
269533,Top,Middle,Middle
269535,Middle,Middle,Middle
269536,Top,Top,Top
269537,Top,Top,Top
269538,Middle,Middle,Middle
269539,Middle,Middle,Middle
269541,Top,Top,Low
269544,Top,Top,Top
269545,Top,Top,Top
269546,Low,Low,Low
269547,Middle,Low,Middle
269550,Middle,Middle,Middle
269551,Top,Top,Top
269555,Top,Top,Top
269556,Middle,Middle,Middle
269557,Middle,Middle,Middle
269559,Middle,Top,Top
269561,Top,Top,Middle
269563,Top,Top,Top
269564,Top,Top,Top
269565,Top,Top,Top
269568,Top,Top,Middle
269570,Middle,Middle,Middle
269572,Middle,Middle,Middle
269573,Top,Top,Top
269574,Middle,Middle,Middle
269577,Top,Top,Top
269579,Middle,Middle,Middle
269580,Top,Top,Top
269582,Middle,Middle,Middle
269585,Middle,Middle,Middle
269586,Top,Top,Top
269587,Middle,Middle,Middle
269588,Middle,Middle,Middle
269589,Middle,Middle,Middle
269591,Middle,Middle,Middle
269593,Top,Top,Middle
269594,Middle,Middle,Middle
269595,Middle,Middle,Low
269596,Top,Middle,Top
269597,Top,Top,Top
269600,Middle,Middle,Middle
269601,Top,Low,Low
269602,Top,Top,Top
269603,Top,Top,Middle
269604,Top,Top,Top
269606,Middle,Middle,Middle
269607,Middle,Middle,Middle
269610,Middle,Middle,Middle
269611,Top,Top,Top
269612,Middle,Middle,Middle
269613,Top,Top,Top
269614,Middle,Middle,Middle
269616,Middle,Middle,Middle
269617,Top,Top,Top
269618,Top,Top,Top
269619,Top,Top,Top
269621,Middle,Low,Low
269623,Middle,Middle,Top
269624,Top,Top,Top
269625,Top,Top,Top
269626,Middle,Middle,Middle
269629,Top,Top,Top
269630,Top,Top,Top
269631,Top,Top,Top
269633,Top,Top,Middle
269634,Top,Top,Top
269635,Middle,Middle,Middle
269636,Top,Top,Top
269637,Top,Top,Top
269639,Top,Top,Top
269640,Top,Top,Top
269642,Middle,Middle,Middle
269645,Middle,Middle,Middle
269646,Top,Top,Top
269647,Low,Low,Middle
269650,Top,Top,Top
269651,Top,Top,Middle
269652,Top,Top,Top
269653,Middle,Middle,Middle
269655,Top,Top,Top
269657,Top,Top,Top
269658,Top,Top,Top
269659,Middle,Middle,Middle
269660,Middle,Middle,Middle
269661,Top,Top,Top
269662,Middle,Middle,Low
269664,Top,Top,Top
269665,Low,Low,Low
269667,Middle,Middle,Middle
269669,Top,Top,Top
269670,Top,Top,Top
269672,Low,Low,Low
269673,Top,Top,Top
269674,Middle,Middle,Top
269675,Top,Top,Top
269676,Middle,Middle,Middle
269677,Top,Middle,Top
269679,Top,Top,Top
269680,Top,Top,Top
269681,Top,Top,Top
269683,Top,Top,Top
269685,Middle,Middle,Middle
269688,Top,Top,Top
269689,Middle,Middle,Middle
269691,Top,Top,Top
269692,Top,Top,Top
269694,Top,Top,Top
269695,Middle,Middle,Middle
269696,Middle,Middle,Middle
269697,Top,Top,Middle
269702,Top,Top,Top
269703,Top,Top,Top
269705,Top,Top,Top
269708,Middle,Top,Top
269709,Top,Top,Top
269711,Top,Top,Top
269715,Top,Middle,Middle
269716,Top,Top,Top
269717,Middle,Middle,Middle
269718,Top,Middle,Middle
269719,Top,Top,Top
269721,Top,Middle,Middle
269723,Top,Middle,Top
269726,Middle,Low,Middle
269727,Top,Top,Top
269728,Low,Low,Low
269729,Top,Top,Top
269730,Middle,Middle,Middle
269732,Top,Top,Middle
269733,Middle,Middle,Middle
269734,Top,Top,Middle
269736,Middle,Middle,Top
269737,Top,Top,Top
269739,Middle,Low,Middle
269742,Top,Top,Top
269747,Middle,Middle,Middle
269750,Top,Top,Top
269754,Middle,Middle,Middle
269755,Top,Top,Top
269756,Middle,Middle,Middle
269757,Top,Middle,Middle
269758,Top,Low,Low
269760,Middle,Middle,Middle
269763,Top,Top,Top
269764,Top,Top,Middle
269765,Middle,Middle,Middle
269766,Top,Top,Top
269767,Top,Top,Top
269768,Top,Top,Middle
269771,Top,Top,Top
269772,Top,Top,Top
269773,Top,Top,Top
269774,Top,Top,Top
269776,Top,Top,Middle
269779,Top,Top,Top
269780,Top,Top,Middle
269783,Top,Top,Top
269784,Middle,Middle,Middle
269787,Top,Top,Top
269788,Top,Top,Middle
269789,Middle,Middle,Top
269790,Top,Top,Top
269791,Top,Top,Middle
269792,Middle,Middle,Middle
269793,Top,Top,Top
269794,Top,Top,Top
269795,Top,Top,Top
269798,Top,Middle,Middle
269799,Top,Top,Middle
269800,Middle,Middle,Middle
269802,Middle,Middle,Top
269803,Middle,Middle,Middle
269804,Top,Top,Middle
269805,Middle,Low,Middle
269807,Top,Top,Top
269808,Top,Middle,Middle
269812,Middle,Middle,Middle
269818,Low,Low,Low
269819,Top,Top,Top
269820,Top,Top,Middle
269821,Top,Top,Top
269825,Top,Top,Top
269827,Middle,Middle,Middle
269830,Top,Top,Top
269831,Top,Top,Middle
269832,Middle,Middle,Middle
269836,Top,Top,Top
269837,Middle,Middle,Top
269839,Top,Top,Top
269841,Top,Top,Middle
269842,Top,Top,Top
269843,Top,Top,Top
269844,Top,Top,Middle
269845,Top,Top,Top
269846,Low,Low,Low
269847,Top,Top,Top
269848,Middle,Middle,Middle
269849,Top,Top,Top
269851,Middle,Middle,Low
269852,Low,Low,Low
269854,Middle,Middle,Middle
269855,Top,Top,Top
269857,Top,Top,Top
269859,Middle,Middle,Top
269860,Middle,Middle,Middle
269861,Top,Top,Top
269862,Top,Top,Middle
269864,Middle,Middle,Middle
269866,Top,Top,Middle
269867,Top,Top,Top
269868,Top,Top,Top
269869,Top,Top,Top
269870,Top,Top,Top
269873,Top,Top,Middle
269874,Middle,Middle,Middle
269875,Top,Top,Top
269877,Top,Top,Top
269879,Middle,Middle,Middle
269881,Middle,Middle,Middle
269883,Top,Top,Top
269884,Middle,Middle,Middle
269886,Middle,Middle,Middle
269887,Middle,Middle,Middle
269888,Middle,Middle,Middle
269890,Top,Top,Top
269891,Middle,Middle,Middle
269892,Top,Top,Top
269893,Top,Top,Top
269894,Top,Top,Middle
269897,Top,Top,Top
269901,Middle,Middle,Middle
269902,Top,Middle,Middle
269903,Middle,Middle,Top
269904,Top,Middle,Middle
269905,Top,Top,Top
269906,Top,Top,Top
269909,Middle,Middle,Middle
269910,Top,Middle,Top
269911,Low,Low,Low
269912,Middle,Middle,Middle
269913,Top,Top,Top
269914,Middle,Middle,Middle
269916,Top,Middle,Top
269919,Middle,Middle,Middle
269920,Middle,Middle,Middle
269921,Middle,Middle,Middle
269922,Top,Top,Top
269923,Middle,Middle,Middle
269925,Top,Top,Top
269926,Top,Top,Top
269927,Top,Top,Middle
269929,Top,Top,Top
269930,Middle,Top,Middle
269932,Top,Top,Top
269933,Top,Top,Top
269935,Top,Top,Top
269936,Top,Top,Top
269939,Middle,Middle,Middle
269940,Middle,Middle,Middle
269941,Low,Low,Middle
269944,Middle,Middle,Middle
269947,Top,Top,Top
269948,Middle,Top,Top
269949,Top,Top,Top
269950,Top,Top,Top
269952,Top,Top,Middle
269953,Middle,Middle,Middle
269956,Middle,Middle,Middle
269957,Top,Top,Top
269958,Top,Top,Top
269959,Top,Top,Top
269960,Middle,Middle,Middle
269961,Middle,Middle,Middle
269962,Top,Middle,Middle
269963,Top,Top,Middle
269964,Top,Top,Top
269965,Middle,Middle,Middle
269966,Top,Top,Top
269967,Top,Top,Top
269968,Low,Low,Middle
269969,Middle,Middle,Middle
269971,Middle,Middle,Top
269972,Middle,Middle,Top
269973,Top,Top,Low
269978,Top,Top,Middle
269979,Top,Top,Top
269980,Top,Top,Top
269981,Middle,Middle,Middle
269982,Top,Top,Top
269983,Top,Middle,Middle
269984,Middle,Middle,Middle
269987,Middle,Middle,Top
269988,Top,Top,Top
269991,Top,Top,Top
269993,Middle,Middle,Middle
269995,Middle,Middle,Low
269996,Top,Top,Top
269997,Top,Top,Top
269998,Top,Top,Top
269999,Top,Top,Top
270000,Middle,Middle,Middle
270002,Top,Top,Top
270003,Top,Top,Middle
270004,Middle,Top,Top
270005,Top,Top,Top
270008,Middle,Middle,Middle
270009,Top,Top,Top
270011,Top,Top,Middle
270012,Top,Top,Top
270018,Top,Low,Middle
270020,Middle,Middle,Middle
270022,Middle,Middle,Middle
270023,Top,Top,Top
270024,Top,Top,Top
270026,Top,Top,Middle
270029,Top,Top,Top
270030,Middle,Middle,Top
270031,Middle,Middle,Middle
270033,Middle,Middle,Middle
270034,Top,Top,Top
270036,Top,Top,Middle
270037,Middle,Low,Middle
270039,Top,Top,Top
270040,Top,Top,Top
270041,Top,Top,Low
270042,Top,Top,Top
270044,Top,Top,Top
270047,Middle,Low,Middle
270049,Top,Top,Top
270050,Top,Top,Top
270051,Top,Top,Top
270053,Top,Top,Top
